variation_id,Rsh,Ra,Ca,Rb,Cb,resnorm,condition_number,pc1_sensitivity,pc2_sensitivity,pc3_sensitivity,pc1_rsh_component,pc1_ra_component,pc1_ca_component,pc1_rb_component,pc1_cb_component,pc2_rsh_component,pc2_ra_component,pc2_ca_component,pc2_rb_component,pc2_cb_component,pc3_rsh_component,pc3_ra_component,pc3_ca_component,pc3_rb_component,pc3_cb_component
variation_047,31.06,4260.09,2.4666666666666665e-05,4761.276666666667,2.02e-05,3.775567676491322,335031799.3510049,1271738.1184880193,1134.237855964188,3.2820507909464363,-9.133488341870519e-07,5.658626448758389e-10,0.556983723952875,-6.643087483949289e-10,0.8305234080089218,-0.00244607088655315,0.00023494163167505174,0.8305208579989066,0.0003150628664728141,-0.5569820164994534,0.9938734809064227,-0.06884275342496556,0.0020556335499275318,-0.08642948636868691,-0.001377500843400744
variation_048,31.06,5262.463333333333,2.02e-05,5262.463333333333,2.913333333333333e-05,3.571727518294181,184041881.5120937,1259445.5871725022,3378.867342461126,3.079749185512587,-9.270934564212303e-07,-6.969654353387106e-10,0.9012494311540965,8.962530810596129e-10,0.43330066102367987,-0.0008745712296879462,0.0001147654700119235,-0.4333004925477078,5.4475471205619956e-05,0.9012490788591064,0.9945897110542473,-0.08877692173231978,-0.0003817590245145958,-0.05393686310680599,0.0007961727243763309
variation_049,27.606666666666666,5763.65,2.02e-05,5763.65,2.02e-05,2.029047339294969,inf,1208220.3480633486,4.372159834264252,0.07451569335840075,-9.813931273204965e-07,1.6776086434375863e-09,0.7071067811862072,1.6776083556041462e-09,0.7071067811862073,-0.9965619565220369,0.058584412643850496,-6.917018045098913e-07,0.058584412664018946,-6.91703990067182e-07,0.08285087091881889,0.7046757169215656,5.551889062173665e-08,0.7046757177376444,5.612610789819705e-08
variation_050,20.7,5262.463333333333,2.913333333333333e-05,5262.463333333333,3.36e-05,3.6118017280130195,573841679.076247,595682.6679376476,528.7485898258095,2.772179828585978,-2.008752792841902e-06,4.844239606142974e-09,0.7993058879549816,4.594699243165973e-09,0.6009243691817332,-0.006228751534767251,0.0002912921489201778,-0.6009126820145754,0.00021913014738473118,0.7992903217099723,0.9988607527843917,-0.03668918607559706,-0.003747568773451467,-0.029869297438297488,0.00498808289222156
variation_051,24.153333333333332,5262.463333333333,2.02e-05,5262.463333333333,2.4666666666666665e-05,1.634007156786898,289521937.9174963,989572.1374614335,1377.0996889738026,3.1461310971362595,-1.1986551991644494e-06,2.395604992715243e-09,0.8305232224112312,2.4559553470352197e-09,0.5569840006986092,-0.002207994385072619,0.00015305664640032126,-0.5569826357677254,0.00010185211412917086,0.8305211823992464,0.9981861745585684,-0.047804073476786994,-0.0012327435065544524,-0.03652704629438778,0.001840302043614918
variation_052,24.153333333333332,4761.276666666667,2.913333333333333e-05,5262.463333333333,2.913333333333333e-05,1.2788009481195792,521669383.2543955,733246.5326267108,575.2884908037727,2.9102831778759346,-1.618462174022549e-06,3.681361369859213e-09,0.7071024277130739,3.2527680756151274e-09,0.707111134631366,-0.005447382269408215,0.00033736460318287587,-0.7071005762863598,0.0003048827645957362,0.7070918570267473,0.997846177705321,-0.0471410728509068,-0.003863532706589373,-0.045286353690563504,0.0038657694945599913
variation_053,27.606666666666666,4260.09,2.913333333333333e-05,5763.65,3.36e-05,1.4903021860922894,170689988.58390066,794004.135302656,3038.8343508184043,2.854825008166108,-1.479046315351999e-06,1.984056014466512e-09,0.7992907639145549,1.6553182653830027e-09,0.6009444855547803,-0.001016910707071104,0.00010467297928369293,-0.6009441717327445,5.804517336192675e-05,0.7992903440098506,0.9959458709950451,-0.07300301998058396,-0.0006138771899852998,-0.052548393008588275,0.0008189436160245363
variation_054,24.153333333333332,4761.276666666667,3.36e-05,4260.09,2.02e-05,1.2580922059302748,170200190.9224379,992392.0798883298,3396.5767825799835,3.192038714411074,-1.1747898790725473e-06,1.8780626174783413e-09,0.33992537006258994,7.454222128776752e-10,0.9404524138872903,0.0008636923569544949,-2.9979052569889667e-05,-0.940452058028072,-9.585124497637937e-05,0.33992524251675144,-0.9970483219781598,0.033610807698480454,-0.0008174321515964757,0.06902320254125803,0.0002942142374185056
variation_055,27.606666666666666,5262.463333333333,2.913333333333333e-05,4761.276666666667,2.4666666666666665e-05,1.1299676633449975,196214620.02454686,932387.6354062264,2087.6837583838783,3.009903427949939,-1.2613479074361103e-06,1.8022523709402341e-09,0.5826431424325815,1.5830331653985526e-09,0.8127281024885853,-0.001446919640709882,8.926019818847961e-05,0.8127272396368551,0.00013851325986569008,-0.5826425261019874,0.9963736658046871,-0.05173298643952416,0.0011837771719820725,-0.0675358963567673,-0.0008471008635356485
variation_056,27.606666666666666,4260.09,3.36e-05,4260.09,3.36e-05,1.7372226990501816,inf,726299.069008757,4.198782007842904,0.08089517510569877,-1.609466714272863e-06,1.8426078525673205e-09,0.7071067811856319,1.8426075550711351e-09,0.7071067811856319,-0.9935433255566415,0.08022362568637681,-1.1309257636433887e-06,0.08022362570355437,-1.1309257636433887e-06,0.1134533394804203,0.702541222760614,1.272865448621298e-07,0.7025412230486761,1.272865447511075e-07
variation_057,20.7,4260.09,3.36e-05,5763.65,3.36e-05,3.755672854465662,270374554.08072335,545026.7152788509,1131.1432348283445,2.7580658089394707,-2.1913127788783415e-06,6.312967278613516e-09,0.7070966164300889,4.4926218753706025e-09,0.7071169457934936,-0.0028912884574266093,0.00014522546745390243,-0.7071139831353868,0.00010753501595815897,0.7070936448952492,0.9987303418866057,-0.037869032916323674,-0.002046749420342065,-0.03309455747816725,0.0020497861304762696
variation_058,27.606666666666666,4260.09,2.02e-05,4260.09,2.02e-05,2.015760090109685,inf,1207200.0116597337,4.383940835597886,0.1267923691365907,-9.656908849004986e-07,1.0558753496377967e-09,0.7071067811862178,1.0558753805107387e-09,0.7071067811862178,-0.994278285898888,0.07553373481378481,-6.790523098633961e-07,0.07553373480855134,-6.790523098633961e-07,0.10682083218659831,0.7030609184391554,7.189240519995353e-08,0.7030609182527815,7.189240531097583e-08
